model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,cert_region
KIA Rio,1.6,(4 cyl),Man-5,2WD,Gasoline,small car,6,27,32,29,8,yes,FA
KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,station wagon,7,19,26,22,6,yes,CA
KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,station wagon,7,18,26,21,6,yes,CA
KIA Rondo,2.4,(4 cyl),Auto-L4,2WD,Gasoline,station wagon,6,19,26,22,6,no,FA
KIA Rondo,2.7,(6 cyl),Auto-L5,2WD,Gasoline,station wagon,6,18,26,21,6,no,FA
KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no,CA
KIA Sedona,3.8,(6 cyl),Auto-L5,2WD,Gasoline,minivan,6,16,23,18,5,no,FA
KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,21,17,4,no,FA
KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,15,20,17,4,no,FA
KIA Sorento,3.8,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,15,21,17,4,no,CA
KIA Sorento,3.8,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,15,20,17,4,no,CA
KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,9.5,24,32,27,8,yes,CA
KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,midsize car,7,23,30,26,8,yes,CA
KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,7,24,32,27,8,yes,CA
KIA Spectra,2.0,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,23,30,26,8,yes,FA
KIA Spectra,2.0,(4 cyl),Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes,FA
KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,SUV,7,19,25,21,6,yes,CA
KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,SUV,7,20,25,22,6,yes,CA
KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,SUV,7,19,24,21,6,yes,CA
KIA Sportage,2.0,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,19,25,21,6,no,FA
KIA Sportage,2.0,(4 cyl),Man-5,2WD,Gasoline,SUV,6,20,25,22,6,no,FA
KIA Sportage,2.0,(4 cyl),Man-5,4WD,Gasoline,SUV,6,19,24,21,6,no,FA
KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,17,23,20,6,no,FA
KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,21,19,5,no,FA
KIA Sportage,2.7,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,17,23,20,6,no,CA
KIA Sportage,2.7,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,21,19,5,no,CA
LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,small car,6,10,17,13,1,no,FA
LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,small car,6,11,17,13,1,no,FA
LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Man-6,4WD,Gasoline,small car,6,10,17,13,1,no,CA
LAMBORGHINI Gallardo Coupe,5.0,(10 cyl),Auto-S6,4WD,Gasoline,small car,6,11,17,13,1,no,CA
LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,small car,6,10,15,12,0,no,FA
LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,small car,6,10,16,12,0,no,FA
LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Man-6,4WD,Gasoline,small car,6,10,15,12,0,no,CA
LAMBORGHINI Gallardo Spyder,5.0,(10 cyl),Auto-S6,4WD,Gasoline,small car,6,10,16,12,0,no,CA
LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,small car,6,8,13,10,0,no,FA
LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,FA
LAMBORGHINI Murcielago,6.5,(12 cyl),Man-6,4WD,Gasoline,small car,6,8,13,10,0,no,CA
LAMBORGHINI Murcielago,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,CA
LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,FA
LAMBORGHINI Murcielago Reventon,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,CA
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,small car,6,8,13,10,0,no,FA
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,FA
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Man-6,4WD,Gasoline,small car,6,8,13,10,0,no,CA
LAMBORGHINI Murcielago Roadster,6.5,(12 cyl),Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no,CA
LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,SUV,7,16,23,18,5,no,CA
LAND ROVER LR2,3.2,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,23,18,5,no,FA
LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,7,12,17,14,2,no,CA
LAND ROVER LR3,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,17,14,2,no,FA
LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
LAND ROVER Range Rover,4.2,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,CA
LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
LAND ROVER Range Rover,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,CA
LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,7,12,18,15,3,no,CA
LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
LAND ROVER Range Rover Sport,4.2,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,CA
LAND ROVER Range Rover Sport,4.4,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,15,3,no,FA
LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,7,19,27,22,6,yes,CA
LEXUS ES 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,6,19,27,22,6,no,FA
LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,midsize car,7,18,25,20,6,yes,CA
LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,7,19,27,22,6,yes,CA
LEXUS GS 350,3.5,(6 cyl),Auto-S6,4WD,Gasoline,midsize car,6,18,25,20,6,no,FA
LEXUS GS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,6,19,27,22,6,no,FA
LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,9,22,25,23,7,yes,CA
LEXUS GS 450h,3.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,8,22,25,23,7,yes,FA
LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,7,17,24,20,6,yes,CA
LEXUS GS 460,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,6,17,24,20,6,no,FA
LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,7,14,18,15,3,no,CA
LEXUS GX 470,4.7,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,14,18,15,3,no,FA
LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes,CA
LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,small car,7,20,26,22,6,yes,CA
LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes,CA
LEXUS IS 250,2.5,(6 cyl),Man-6,2WD,Gasoline,small car,6,18,26,21,6,no,FA
LEXUS IS 250,2.5,(6 cyl),Auto-S6,4WD,Gasoline,small car,6,20,26,22,6,no,FA
LEXUS IS 250,2.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,21,29,24,7,yes,FA
LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,7,18,25,20,6,yes,CA
LEXUS IS 350,3.5,(6 cyl),Auto-S6,2WD,Gasoline,small car,6,18,25,20,6,no,FA
LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,7,16,24,19,5,no,CA
LEXUS LS 460,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,6,16,24,19,5,no,FA
LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,7,16,24,19,5,no,CA
LEXUS LS 460 L,4.6,(8 cyl),S8,2WD,Gasoline,midsize car,6,16,24,19,5,no,FA
LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,midsize car,9,20,22,21,6,yes,CA
LEXUS LS 600HL,5.0,(8 cyl),S8,4WD,Gasoline,midsize car,8,20,22,21,6,yes,FA
LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,SUV,7,12,18,14,2,no,CA
LEXUS LX 570,5.7,(8 cyl),Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no,FA
LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,SUV,7,18,23,20,6,yes,CA
LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,SUV,7,18,23,20,6,yes,CA
LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,SUV,7,17,22,19,5,no,CA
LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,SUV,7,17,22,19,5,no,CA
LEXUS RX 350,3.5,(6 cyl),Auto-L5,2WD,Gasoline,SUV,6,18,23,20,6,no,FA
LEXUS RX 350,3.5,(6 cyl),Auto-S5,2WD,Gasoline,SUV,6,18,23,20,6,no,FA
LEXUS RX 350,3.5,(6 cyl),Auto-L5,4WD,Gasoline,SUV,6,17,22,19,5,no,FA
LEXUS RX 350,3.5,(6 cyl),Auto-S5,4WD,Gasoline,SUV,6,17,22,19,5,no,FA
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,SUV,9,27,24,25,7,yes,CA
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,SUV,9,26,24,25,7,yes,CA
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,2WD,Gasoline,SUV,8,27,24,25,7,yes,FA
LEXUS RX 400H,3.3,(6 cyl),Auto-AV,4WD,Gasoline,SUV,8,26,24,25,7,yes,FA
LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,small car,6,16,23,19,5,no,CA
LEXUS SC 430,4.3,(8 cyl),Auto-S6,2WD,Gasoline,small car,3,16,23,19,5,no,FA
LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,SUV,7,16,24,19,5,no,CA
LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,7,15,22,18,5,no,CA
LINCOLN MKX,3.5,(6 cyl),Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no,FA
LINCOLN MKX,3.5,(6 cyl),Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,no,FA
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,7,17,24,19,5,no,CA
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,7,18,28,22,6,yes,CA
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,4WD,Gasoline,midsize car,6,17,24,19,5,no,FA
LINCOLN MKZ,3.5,(6 cyl),Auto-L6,2WD,Gasoline,midsize car,6,18,28,22,6,no,FA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,12,16,14,2,no,FA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no,FA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,7,12,16,14,2,no,CA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no,CA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,2WD,Gasoline,pickup,3,12,16,14,2,no,FA
LINCOLN Mark LT,5.4,(8 cyl),Auto-L4,4WD,Gasoline,pickup,3,13,17,14,2,no,FA
LINCOLN Navigator,5.4,(8 cyl),Auto-L6,2WD,Gasoline,SUV,7,12,18,14,2,no,CA
LINCOLN Navigator,5.4,,,4WD,Gasoline,SUV,7,,,,,no,CA
LINCOLN Navigator,5.4,(8 cyl),Auto-L6,2WD,Gasoline,SUV,6,12,18,14,2,no,FA
LINCOLN Navigator,5.4,,,4WD,Gasoline,SUV,6,,,,,no,FA
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,20,26,22,6,no,FA
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,27,23,7,no,FA
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,20,26,22,6,no,CA
LOTUS Elise,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,27,23,7,no,CA
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,20,26,22,6,no,FA
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,27,23,7,no,FA
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,20,26,22,6,no,CA
LOTUS Exige,1.8,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,27,23,7,no,CA
MASERATI Granturismo,4.2,(8 cyl),Auto-6,2WD,Gasoline,small car,6,14,21,17,4,no,FA
MASERATI Granturismo,4.2,(8 cyl),Auto-6,2WD,Gasoline,small car,6,14,21,17,4,no,CA
MASERATI Quattroporte,4.2,(8 cyl),Auto-6,2WD,Gasoline,large car,6,13,19,15,3,no,FA
MASERATI Quattroporte,4.2,(8 cyl),Auto-6,2WD,Gasoline,large car,6,13,19,15,3,no,CA
MAZDA 3,2.0,(4 cyl),Auto-S4,2WD,Gasoline,small car,9.5,23,31,26,8,yes,CA
MAZDA 3,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,24,32,27,8,yes,CA
MAZDA 3,2.3,(4 cyl),Auto-S5,2WD,Gasoline,small car,9.5,22,29,24,7,yes,CA
MAZDA 3,2.3,(4 cyl),Man-5,2WD,Gasoline,small car,9.5,22,29,25,7,yes,CA
MAZDA 3,2.3,(4 cyl),Man-6,2WD,Gasoline,midsize car,7,18,26,20,6,yes,CA
MAZDA 3,2.0,(4 cyl),Auto-S4,2WD,Gasoline,small car,6,23,31,26,8,yes,FA
MAZDA 3,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,24,32,27,8,yes,FA
MAZDA 3,2.3,(4 cyl),Man-6,2WD,Gasoline,midsize car,6,18,26,20,6,no,FA
MAZDA 3,2.3,(4 cyl),Auto-S5,2WD,Gasoline,small car,6,22,29,24,7,yes,FA
MAZDA 3,2.3,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,29,25,7,yes,FA
MAZDA 5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,minivan,6,21,27,23,7,yes,FA
MAZDA 5,2.3,(4 cyl),Man-5,2WD,Gasoline,minivan,6,22,28,24,7,yes,FA
MAZDA 5,2.3,(4 cyl),Auto-S5,2WD,Gasoline,minivan,6,21,27,23,7,yes,CA
MAZDA 5,2.3,(4 cyl),Man-5,2WD,Gasoline,minivan,6,22,28,24,7,yes,CA
MAZDA 6,2.3,(4 cyl),Auto-S5,2WD,Gasoline,midsize car,9.5,21,28,24,7,yes,CA
MAZDA 6,3.0,(6 cyl),Man-5,2WD,Gasoline,midsize car,7,17,25,20,6,yes,CA
MAZDA 6,3.0,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,7,18,25,20,6,yes,CA
MAZDA 6,2.3,(4 cyl),Auto-S5,2WD,Gasoline,midsize car,6,21,28,24,7,yes,FA
MAZDA 6,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,21,29,24,7,yes,FA
MAZDA 6,2.3,(4 cyl),Auto-S5,2WD,Gasoline,midsize car,6,21,28,24,7,yes,CA
MAZDA 6,2.3,(4 cyl),Man-5,2WD,Gasoline,midsize car,6,21,29,24,7,yes,CA
MAZDA 6,3.0,(6 cyl),Man-5,2WD,Gasoline,midsize car,6,17,25,20,6,no,FA
MAZDA 6,3.0,(6 cyl),Auto-S6,2WD,Gasoline,midsize car,6,18,25,20,6,no,FA
MAZDA B2300,2.3,(4 cyl),Auto-L5,2WD,Gasoline,pickup,7,19,24,21,6,yes,CA
MAZDA B2300,2.3,(4 cyl),Man-5,2WD,Gasoline,pickup,7,21,26,23,7,yes,CA
MAZDA B2300,2.3,(4 cyl),Auto-L5,2WD,Gasoline,pickup,6,19,24,21,6,no,FA
MAZDA B2300,2.3,(4 cyl),Man-5,2WD,Gasoline,pickup,6,21,26,23,7,yes,FA
MAZDA B3000,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,no,CA
MAZDA B3000,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
MAZDA B3000,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,16,21,18,5,no,FA
MAZDA B3000,3.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
MAZDA B3000,3.0,(6 cyl),Man-5,2WD,Gasoline,pickup,6,16,21,18,5,no,FA
MAZDA B4000,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,FA
MAZDA B4000,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,no,FA
MAZDA B4000,4.0,(6 cyl),Man-5,4WD,Gasoline,pickup,6,15,19,16,4,no,FA
MAZDA B4000,4.0,(6 cyl),Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no,CA
MAZDA B4000,4.0,(6 cyl),Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,no,CA
MAZDA B4000,4.0,(6 cyl),Man-5,4WD,Gasoline,pickup,6,15,19,16,4,no,CA
MAZDA CX-7,2.3,(4 cyl),Auto-S6,2WD,Gasoline,SUV,6,17,23,19,5,no,FA
MAZDA CX-7,2.3,(4 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no,FA
MAZDA CX-7,2.3,(4 cyl),Auto-S6,2WD,Gasoline,SUV,6,17,23,19,5,no,CA
MAZDA CX-7,2.3,(4 cyl),Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no,CA
MAZDA CX-9,3.7,(6 cyl),Auto-S6,2WD,Gasoline,SUV,7,16,22,18,5,no,CA
MAZDA CX-9,3.7,(6 cyl),Auto-S6,4WD,Gasoline,SUV,7,15,21,17,4,no,CA
MAZDA CX-9,3.7,(6 cyl),Auto-S6,2WD,Gasoline,SUV,6,16,22,18,5,no,FA
MAZDA CX-9,3.7,(6 cyl),Auto-S6,4WD,Gasoline,SUV,6,15,21,17,4,no,FA
MAZDA MX-5,2.0,(4 cyl),Auto-S6,2WD,Gasoline,small car,7,20,27,23,7,yes,CA
MAZDA MX-5,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,7,21,28,24,7,yes,CA
MAZDA MX-5,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,7,22,27,24,7,yes,CA
MAZDA MX-5,2.0,(4 cyl),Auto-S6,2WD,Gasoline,small car,6,20,27,23,7,yes,FA
MAZDA MX-5,2.0,(4 cyl),Man-6,2WD,Gasoline,small car,6,21,28,24,7,yes,FA
MAZDA MX-5,2.0,(4 cyl),Man-5,2WD,Gasoline,small car,6,22,27,24,7,yes,FA
MAZDA RX-8,1.3,(2 cyl),Man-6,2WD,Gasoline,small car,6,16,22,18,5,no,FA
MAZDA RX-8,1.3,(2 cyl),Auto-S6,2WD,Gasoline,small car,6,16,23,19,5,no,FA
MAZDA RX-8,1.3,(2 cyl),Man-6,2WD,Gasoline,small car,6,16,22,18,5,no,CA
MAZDA RX-8,1.3,(2 cyl),Auto-S6,2WD,Gasoline,small car,6,16,23,19,5,no,CA
MAZDA Tribute,2.3,(4 cyl),Man-5,2WD,Gasoline,SUV,7,22,28,24,7,yes,CA
MAZDA Tribute,2.3,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,no,FA
MAZDA Tribute,2.3,(4 cyl),Man-5,2WD,Gasoline,SUV,6,22,28,24,7,yes,FA
MAZDA Tribute,2.3,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,no,FA
MAZDA Tribute,2.3,(4 cyl),Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,no,CA
MAZDA Tribute,2.3,(4 cyl),Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,no,CA
MAZDA Tribute,3.0,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,FA
MAZDA Tribute,3.0,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,no,FA
MAZDA Tribute,3.0,(6 cyl),Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no,CA
MAZDA Tribute,3.0,(6 cyl),Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,no,CA
MAZDA Tribute Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,SUV,9.5,34,30,32,9,yes,CA
MAZDA Tribute Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,SUV,9.5,29,27,28,8,yes,CA
MAZDA Tribute Hybrid,2.3,(4 cyl),Auto-AV,2WD,Gasoline,SUV,8,34,30,32,9,yes,FA
MAZDA Tribute Hybrid,2.3,(4 cyl),Auto-AV,4WD,Gasoline,SUV,8,29,27,28,8,yes,FA
MERCEDES-BENZ C300,3.0,(6 cyl),Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes,FC
MERCEDES-BENZ C300,3.0,(6 cyl),Auto-L7,2WD,ethanol/gas,small car,6/6,13/18,19/25,15/21,7/6,no,FA
MERCEDES-BENZ C300,3.0,(6 cyl),Auto-L7,2WD,ethanol/gas,small car,6/4,13/18,19/25,15/21,7/6,no,CA
MERCEDES-BENZ C350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,small car,7,17,25,20,6,yes,FC
MERCEDES-BENZ CL550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,7,14,21,17,4,no,CA
MERCEDES-BENZ CL550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,6,14,21,17,4,no,FA
MERCEDES-BENZ CL600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,small car,6,11,17,13,1,no,FA
MERCEDES-BENZ CL600,5.5,(12 cyl),Auto-L5,2WD,Gasoline,small car,6,11,17,13,1,no,CA
MERCEDES-BENZ CL63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,11,18,14,2,no,FA
MERCEDES-BENZ CL63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,11,18,14,2,no,CA
MERCEDES-BENZ CL65 AMG,5.5,(12 cyl),Auto-S5,2WD,Gasoline,small car,6,11,17,13,1,no,FA
MERCEDES-BENZ CL65 AMG,5.5,(12 cyl),Auto-S5,2WD,Gasoline,small car,6,11,17,13,1,no,CA
MERCEDES-BENZ CLK350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,small car,7,17,25,20,6,yes,FC
MERCEDES-BENZ CLK350 Cabriolet,3.5,(6 cyl),Auto-L7,2WD,Gasoline,small car,7,17,25,20,6,yes,FC
MERCEDES-BENZ CLK550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,7,15,22,17,4,no,FC
MERCEDES-BENZ CLK550 Cabriolet,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,7,15,21,17,4,no,FC
MERCEDES-BENZ CLK63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,19,14,2,no,FA
MERCEDES-BENZ CLK63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,19,14,2,no,CA
MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,no,FA
MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,no,CA
MERCEDES-BENZ CLS550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,small car,7,14,21,16,4,no,FC
MERCEDES-BENZ CLS63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,no,FA
MERCEDES-BENZ CLS63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,small car,6,12,18,14,2,no,CA
MERCEDES-BENZ E320 Bluetec,3.0,(6 cyl),Auto-L7,2WD,diesel,midsize car,3,23,32,26,7,no,FA
MERCEDES-BENZ E350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,midsize car,9.5,17,24,19,5,no,CA
MERCEDES-BENZ E350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,midsize car,7,17,24,19,5,no,FC
MERCEDES-BENZ E350,3.5,(6 cyl),Auto-L7,2WD,Gasoline,midsize car,7,17,24,19,5,no,FA
MERCEDES-BENZ E550,5.5,(8 cyl),Auto-L7,2WD,Gasoline,midsize car,7,15,22,17,4,no,FC
MERCEDES-BENZ E550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,midsize car,7,13,19,16,4,no,CA
MERCEDES-BENZ E550 4Matic,5.5,(8 cyl),Auto-L7,4WD,Gasoline,midsize car,6,13,19,16,4,no,FA
MERCEDES-BENZ E63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,midsize car,6,12,19,15,3,no,FA
MERCEDES-BENZ E63 AMG,6.2,(8 cyl),Auto-S7,2WD,Gasoline,midsize car,6,12,19,15,3,no,CA
MERCEDES-BENZ E63 AMG Wagon,6.2,(8 cyl),Auto-S7,2WD,Gasoline,station wagon,6,12,18,14,2,no,FA
MERCEDES-BENZ E63 AMG Wagon,6.2,(8 cyl),Auto-S7,2WD,Gasoline,station wagon,6,12,18,14,2,no,CA
MERCEDES-BENZ G500,5.0,(8 cyl),Auto-L7,4WD,Gasoline,SUV,6,12,15,13,1,no,FA
MERCEDES-BENZ G500,5.0,(8 cyl),Auto-L7,4WD,Gasoline,SUV,6,12,15,13,1,no,CA
MERCEDES-BENZ G55 AMG,5.4,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,11,13,12,0,no,FA
MERCEDES-BENZ G55 AMG,5.4,(8 cyl),Auto-L5,4WD,Gasoline,SUV,6,11,13,12,0,no,CA
MERCEDES-BENZ GL320 CDI 4Matic,3.0,(6 cyl),Auto-L7,4WD,diesel,SUV,1,18,24,20,4,no,FA
MERCEDES-BENZ GL450 4Matic,4.6,(8 cyl),Auto-L7,4WD,Gasoline,SUV,7,13,18,15,3,no,CA
